,Location,Truck,Start_Time,End_Time,Date
28605,Franklin and Randolph,Kefir Truck,05:38 PM,06:18 PM,2012-06-14
28606,30 E. Lake,Flirty Cupcakes,03:30 PM,03:57 PM,2012-06-13
28607,Adams and Clinton,Cupcakes for Courage,04:30 PM,05:30 PM,2012-06-13
28608,Adams and Clinton,Flirty Cupcakes,01:40 PM,02:11 PM,2012-06-13
28609,Adams and Clinton,Sugar Pie Cafe,02:00 PM,04:00 PM,2012-06-14
28610,Clinton and Madison,The More Mobile,05:49 PM,07:49 PM,2012-06-14
28611,Clinton and Madison,Cupcakes for Courage,03:30 PM,04:00 PM,2012-06-15
28612,Clinton and Madison,The More Mobile,02:28 PM,04:28 PM,2012-06-15
28613,Clinton and Madison,Cupcakes for Courage,04:00 PM,05:00 PM,2012-06-15
28614,Randolph and Columbus,Taquero Fusion,11:30 AM,01:30 PM,2012-06-11
28615,Randolph and Columbus,Chitown Tamale,01:30 PM,03:30 PM,2012-06-12
28616,Randolph and Columbus,5411 Empanadas,11:30 AM,01:03 PM,2012-06-12
28617,Randolph and Columbus,Beyond Borders,11:16 AM,02:51 PM,2012-06-12
28618,Randolph and Columbus,Curried,11:08 AM,01:30 PM,2012-06-12
28619,Randolph and Columbus,Taquero Fusion,11:01 AM,01:30 PM,2012-06-12
28620,Randolph and Columbus,Two Italians,10:43 AM,02:00 PM,2012-06-13
28621,Randolph and Columbus,Cupcakes for Courage,04:15 PM,05:57 PM,2012-06-14
28622,Randolph and Columbus,Bergstein's NY Deli,11:30 AM,12:42 PM,2012-06-14
28623,Randolph and Columbus,Flirty Cupcakes,12:30 PM,01:30 PM,2012-06-14
28624,Randolph and Columbus,Chitown Tamale,11:30 AM,01:29 PM,2012-06-14
28625,Randolph and Columbus,Duck n Roll,12:00 PM,02:11 PM,2012-06-14
28626,Randolph and Columbus,Samich Box,11:21 AM,12:26 PM,2012-06-15
28627,Randolph and Columbus,The Slide Ride,11:19 AM,01:30 PM,2012-06-15
28628,Randolph and Columbus,Brown Bag Truck,12:41 PM,02:14 PM,2012-06-15
28629,Randolph and Columbus,Meatloaf-a-go-go,11:12 AM,02:08 PM,2012-06-15
28630,Randolph and Columbus,Eleaven Food Co.,10:00 AM,01:00 PM,2012-06-15
28631,Randolph and Columbus,Cupcakes for Courage,04:30 PM,06:19 PM,2012-06-11
28632,Randolph and Columbus,Eleaven Food Co.,10:22 AM,12:22 PM,2012-06-11
28633,Randolph and Columbus,Haute Sausage,11:30 AM,12:30 PM,2012-06-12
28634,Randolph and Columbus,Flirty Cupcakes,04:30 PM,06:14 PM,2012-06-12
28635,Randolph and Columbus,Cupcakes for Courage,04:00 PM,04:15 PM,2012-06-14
28636,Randolph and Columbus,Sweet Ride,01:30 PM,02:30 PM,2012-06-15
28637,Randolph and Columbus,Chitown Tamale,01:06 PM,03:06 PM,2012-06-15
28638,Clinton and Lake,Wow Bao,11:45 AM,02:18 PM,2012-06-11
28639,Clinton and Lake,The Slide Ride,11:30 AM,01:05 PM,2012-06-11
28640,Clinton and Lake,Cupcakes for Courage,11:30 AM,12:45 PM,2012-06-12
28641,Clinton and Lake,Brown Bag Truck,11:30 AM,01:29 PM,2012-06-12
28642,Clinton and Lake,Haute Sausage,11:30 AM,01:30 PM,2012-06-13
28643,Clinton and Lake,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-14
28644,Hubbard and Wells,Meatloaf-a-go-go,11:02 AM,12:10 PM,2012-06-11
28645,Hubbard and Wells,Meatloaf-a-go-go,12:43 PM,01:00 PM,2012-06-11
28646,Hubbard and Wells,Cupcakes for Courage,12:45 PM,01:30 PM,2012-06-12
28647,Hubbard and Wells,The Southern Mac,11:47 AM,12:47 PM,2012-06-13
28648,Hubbard and Wells,Wow Bao,01:08 PM,01:36 PM,2012-06-13
28649,Hubbard and Wells,Haute Sausage,11:30 AM,12:41 AM,2012-06-14
28650,Hubbard and Wells,Bridgeport Pasty,05:35 PM,07:35 PM,2012-06-15
28651,Hubbard and Wells,Fischman's Wagyu Wagon,11:00 AM,02:00 PM,2012-06-16
28652,Hubbard and Wells,Sweet Ride,11:00 AM,02:00 PM,2012-06-16
28653,Hubbard and Wells,La Adelita,11:00 AM,02:00 PM,2012-06-16
28654,Hubbard and Wells,Bridgeport Pasty,11:00 AM,02:00 PM,2012-06-16
28655,Hubbard and Wells,Vegan Food Truck,11:00 AM,12:56 PM,2012-06-16
28656,Hubbard and Wells,Eleaven Food Co.,11:00 AM,02:00 PM,2012-06-16
28657,Hubbard and Wells,Duck n Roll,11:00 AM,02:00 PM,2012-06-16
28658,Hubbard and Wells,Bergstein's NY Deli,11:00 AM,11:51 AM,2012-06-16
28659,Hubbard and Wells,Bergstein's NY Deli,05:44 PM,07:44 PM,2012-06-16
28660,Hubbard and Wells,Haute Sausage,11:00 AM,02:00 PM,2012-06-16
28661,Hubbard and Wells,Schnitzel King,11:00 AM,02:00 PM,2012-06-16
28662,Sangamon and Monroe,Vegan Food Truck,11:30 AM,11:47 AM,2012-06-13
28663,Sangamon and Monroe,Wow Bao,11:52 AM,01:08 PM,2012-06-13
28664,Sangamon and Monroe,The Southern Mac,12:45 PM,12:56 PM,2012-06-15
28665,UIC,Flirty Cupcakes,06:07 PM,08:07 PM,2012-06-16
28666,600 West Chicago Avenue,Kefir Truck,12:43 PM,02:37 PM,2012-06-11
28667,600 West Chicago Avenue,Curried,11:02 AM,01:30 PM,2012-06-11
28668,600 West Chicago Avenue,Two Italians,10:45 AM,12:45 PM,2012-06-11
28669,600 West Chicago Avenue,Tamale Foodie,11:30 AM,01:29 PM,2012-06-11
28670,600 West Chicago Avenue,The Southern Mac,11:30 AM,02:02 PM,2012-06-12
28671,600 West Chicago Avenue,Chitown Tamale,11:12 AM,12:02 PM,2012-06-12
28672,600 West Chicago Avenue,Eleaven Food Co.,11:00 AM,01:23 PM,2012-06-12
28673,600 West Chicago Avenue,Soups in the Loop,11:00 AM,01:30 PM,2012-06-12
28674,600 West Chicago Avenue,JB Alberto's Pizza,11:07 AM,01:30 PM,2012-06-12
28675,600 West Chicago Avenue,Kefir Truck,12:05 PM,12:51 PM,2012-06-13
28676,600 West Chicago Avenue,Curried,11:30 AM,01:30 PM,2012-06-13
28677,600 West Chicago Avenue,The Slide Ride,10:50 AM,12:44 PM,2012-06-13
28678,600 West Chicago Avenue,Tamale Foodie,11:30 AM,02:07 PM,2012-06-14
28679,600 West Chicago Avenue,Cupcakes for Courage,11:00 AM,12:45 PM,2012-06-14
28680,600 West Chicago Avenue,Soups in the Loop,12:15 PM,02:15 PM,2012-06-14
28681,600 West Chicago Avenue,Kefir Truck,04:26 PM,05:38 PM,2012-06-14
28682,600 West Chicago Avenue,La Adelita,11:00 AM,01:00 PM,2012-06-14
28683,600 West Chicago Avenue,Brown Bag Truck,12:37 PM,12:41 PM,2012-06-15
28684,600 West Chicago Avenue,Kefir Truck,11:57 AM,01:57 PM,2012-06-15
28685,600 West Chicago Avenue,The Roost Truck,11:00 AM,01:00 PM,2012-06-15
28686,600 West Chicago Avenue,Brown Bag Truck,11:26 AM,11:45 AM,2012-06-15
28687,600 West Chicago Avenue,Tamale Foodie,11:30 AM,02:20 PM,2012-06-15
28688,600 West Chicago Avenue,Two Italians,10:49 AM,02:00 PM,2012-06-15
28689,600 West Chicago Avenue,JB Alberto's Pizza,10:48 AM,12:48 PM,2012-06-15
28690,Rush Hospital,Cupcakes for Courage,06:30 PM,07:30 PM,2012-06-11
28691,Rush Hospital,Brown Bag Truck,11:15 AM,01:26 PM,2012-06-13
28692,Rush Hospital,Cupcakes for Courage,11:45 AM,01:30 PM,2012-06-13
28693,Rush Hospital,Don Rafa,11:11 AM,11:20 AM,2012-06-13
28694,Rush Hospital,Don Rafa,11:30 AM,01:30 PM,2012-06-13
28695,Rush Hospital,Sweet Ride,12:39 PM,01:20 PM,2012-06-15
28696,Rush Hospital,Sweet Ride,12:08 PM,12:39 PM,2012-06-15
28697,Rush Hospital,Sweet Ride,12:00 PM,12:08 PM,2012-06-15
28698,Southport and Addison,Kefir Truck,06:10 PM,07:40 PM,2012-06-11
28699,Southport and Addison,Kefir Truck,05:12 PM,05:45 AM,2012-06-13
28700,Southport and Addison,Kefir Truck,08:51 PM,10:51 PM,2012-06-13
28701,Southport and Addison,Kefir Truck,08:02 PM,10:55 PM,2012-06-14
28702,Southport and Addison,Sweet Ride,04:00 PM,05:30 PM,2012-06-16
28703,Southport and Addison,Kefir Truck,03:18 PM,04:29 PM,2012-06-16
28704,University of Chicago,Soups in the Loop,11:30 AM,01:30 PM,2012-06-11
28705,University of Chicago,Beaver's Donuts,07:30 AM,10:30 AM,2012-06-11
28706,University of Chicago,Don Rafa,10:54 AM,01:25 PM,2012-06-11
28707,University of Chicago,Cupcakes for Courage,11:00 AM,01:10 PM,2012-06-11
28708,University of Chicago,Two Italians,11:31 AM,01:31 PM,2012-06-12
28709,University of Chicago,The Roost Truck,11:00 AM,01:13 PM,2012-06-12
28710,University of Chicago,Wow Bao,11:30 AM,01:30 PM,2012-06-12
28711,University of Chicago,The Slide Ride,10:31 AM,01:30 PM,2012-06-12
28712,University of Chicago,Chitown Tamale,11:40 AM,12:38 PM,2012-06-13
28713,University of Chicago,La Adelita,11:15 AM,01:15 PM,2012-06-13
28714,University of Chicago,Schnitzel King,11:36 AM,01:36 PM,2012-06-13
28715,University of Chicago,Chitown Tamale,10:53 AM,11:40 AM,2012-06-13
28716,University of Chicago,La Adelita,01:50 PM,02:50 PM,2012-06-13
28717,University of Chicago,Schnitzel King,11:18 AM,11:36 AM,2012-06-13
28718,University of Chicago,JB Alberto's Pizza,11:05 AM,01:05 PM,2012-06-13
28719,University of Chicago,Schnitzel King,10:57 AM,11:18 AM,2012-06-13
28720,University of Chicago,Caponies Express,11:15 AM,12:53 PM,2012-06-13
28721,University of Chicago,La Adelita,11:00 AM,11:15 AM,2012-06-13
28722,University of Chicago,JB Alberto's Pizza,10:47 AM,12:47 PM,2012-06-14
28723,University of Chicago,The Southern Mac,11:30 AM,01:08 PM,2012-06-14
28724,University of Chicago,Bergstein's NY Deli,02:05 PM,03:20 PM,2012-06-14
28725,University of Chicago,The Roost Truck,11:00 AM,01:00 PM,2012-06-14
28726,University of Chicago,Brown Bag Truck,10:52 AM,12:39 PM,2012-06-14
28727,University of Chicago,Tamale Space Shuttle,11:00 AM,01:30 PM,2012-06-15
28728,University of Chicago,Bridgeport Pasty,10:45 AM,11:30 AM,2012-06-15
28729,University of Chicago,Bergstein's NY Deli,11:23 AM,11:30 AM,2012-06-15
28730,University of Chicago,Curried,11:26 AM,12:00 PM,2012-06-15
28731,University of Chicago,Don Rafa,11:00 AM,01:30 PM,2012-06-15
28732,University of Chicago,La Adelita,11:00 AM,01:00 PM,2012-06-15
28733,University of Chicago,La Adelita,02:23 PM,02:54 PM,2012-06-15
28734,University of Chicago,Bergstein's NY Deli,11:30 AM,01:30 PM,2012-06-15
28735,University of Chicago,Schnitzel King,11:09 AM,11:33 AM,2012-06-15
28736,University of Chicago,Bridgeport Pasty,11:30 AM,01:01 PM,2012-06-15
28737,University of Chicago,Taquero Fusion,11:01 AM,12:51 PM,2012-06-15
28738,Schaumburg Area,Sweet Gingers,06:00 PM,08:00 PM,2012-06-11
28739,Schaumburg Area,Gia Via Sweets,05:30 PM,07:30 PM,2012-06-14
28740,Schaumburg Area,Gia Via Sweets,11:00 AM,02:00 PM,2012-06-14
28741,Schaumburg Area,Gia Via Sweets,11:00 AM,02:00 PM,2012-06-15
28742,Schaumburg Area,Sweet Gingers,06:00 PM,08:00 PM,2012-06-16
28743,Schaumburg Area,Gia Via Sweets,11:00 AM,02:00 PM,2012-06-16
28744,Clark and Monroe,The More Mobile,09:38 AM,02:00 PM,2012-06-05
28745,Clark and Monroe,Vegan Food Truck,12:18 PM,12:45 PM,2012-06-06
28746,Clark and Monroe,The More Mobile,03:54 PM,05:54 PM,2012-06-07
28747,Clark and Monroe,The More Mobile,08:09 AM,10:09 AM,2012-06-08
28748,Clark and Monroe,The More Mobile,04:38 PM,06:38 PM,2012-06-04
28749,Dearborn and Monroe,Curried,11:30 AM,01:30 PM,2012-06-04
28750,Dearborn and Monroe,La Adelita,11:30 AM,01:30 PM,2012-06-05
28751,Dearborn and Monroe,Vegan Food Truck,12:25 PM,12:50 PM,2012-06-05
28752,Dearborn and Monroe,Schnitzel King,12:50 PM,01:30 PM,2012-06-05
28753,Dearborn and Monroe,Zullos Food Truck,11:23 AM,01:23 PM,2012-06-05
28754,Dearborn and Monroe,5411 Empanadas,11:20 AM,01:36 PM,2012-06-06
28755,Dearborn and Monroe,Schnitzel King,10:30 AM,12:49 PM,2012-06-07
28756,Dearborn and Monroe,Soups in the Loop,11:30 AM,01:30 PM,2012-06-07
28757,Dearborn and Monroe,Taquero Fusion,11:30 AM,11:55 AM,2012-06-07
28758,Dearborn and Monroe,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-08
28759,Dearborn and Monroe,Flirty Cupcakes,01:30 PM,02:32 PM,2012-06-08
28760,Clark and Washington,The More Mobile,08:51 AM,10:51 AM,2012-06-07
28761,Daley Plaza,The More Mobile,01:42 PM,03:00 PM,2012-06-07
28762,Willis Tower,The More Mobile,09:59 AM,11:57 AM,2012-06-04
28763,Willis Tower,Kefir Truck,02:44 PM,05:25 PM,2012-06-04
28764,Willis Tower,The More Mobile,11:57 AM,01:52 PM,2012-06-04
28765,Willis Tower,Vegan Food Truck,12:00 PM,12:25 PM,2012-06-05
28766,Willis Tower,Flirty Cupcakes,01:00 PM,02:00 PM,2012-06-05
28767,Willis Tower,The More Mobile,03:37 PM,05:26 PM,2012-06-05
28768,Willis Tower,Flirty Cupcakes,04:00 PM,04:46 PM,2012-06-06
28769,Willis Tower,Vegan Food Truck,11:56 AM,12:18 PM,2012-06-06
28770,Willis Tower,Meatloaf-a-go-go,11:30 AM,02:00 PM,2012-06-06
28771,Willis Tower,Taquero Fusion,11:16 AM,01:30 PM,2012-06-06
28772,Willis Tower,Caponies Express,11:04 AM,01:04 PM,2012-06-06
28773,Willis Tower,Cupcakes for Courage,02:03 PM,04:03 PM,2012-06-07
28774,Willis Tower,Beyond Borders,12:42 PM,02:42 PM,2012-06-07
28775,Willis Tower,Meatloaf-a-go-go,12:13 PM,02:13 PM,2012-06-07
28776,Willis Tower,Taquero Fusion,11:55 AM,01:55 PM,2012-06-07
28777,Willis Tower,The Slide Ride,10:33 AM,01:30 PM,2012-06-07
28778,Willis Tower,Tamale Space Shuttle,11:00 AM,01:30 PM,2012-06-07
28779,Willis Tower,5411 Empanadas,11:30 AM,01:30 PM,2012-06-08
28780,Willis Tower,Fido to Go,11:06 AM,01:06 PM,2012-06-08
28781,Willis Tower,Sugar Pie Cafe,11:16 AM,01:14 PM,2012-06-08
28782,Madison and Wacker,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-05
28783,Madison and Wacker,5411 Empanadas,11:30 AM,01:30 PM,2012-06-07
28784,Wabash and Van Buren,Bridgeport Pasty,01:20 PM,02:25 PM,2012-06-05
28785,Wabash and Van Buren,Bridgeport Pasty,11:30 AM,12:39 PM,2012-06-05
28786,Wabash and Van Buren,The Roost Truck,10:44 AM,01:30 PM,2012-06-06
28787,Wabash and Van Buren,Beaver's Donuts,07:00 AM,10:00 AM,2012-06-06
28788,Wabash and Van Buren,Flirty Cupcakes,02:30 PM,03:31 PM,2012-06-06
28789,Wabash and Van Buren,Forever Yogurt,02:18 PM,04:30 PM,2012-06-06
28790,Wabash and Van Buren,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-06
28791,Wabash and Van Buren,Zullos Food Truck,12:04 PM,01:37 PM,2012-06-07
28792,Wabash and Van Buren,Zullos Food Truck,11:30 AM,12:04 PM,2012-06-07
28793,Wabash and Van Buren,Curried,11:30 AM,01:30 PM,2012-06-07
28794,Wabash and Van Buren,Bridgeport Pasty,10:58 AM,12:47 PM,2012-06-07
28795,Wabash and Van Buren,Cupcakes for Courage,11:00 AM,12:45 PM,2012-06-08
28796,Madison and Wacker,La Adelita,11:15 AM,11:52 AM,2012-06-04
28797,Madison and Wacker,Eleaven Food Co.,08:32 AM,10:32 AM,2012-06-08
28798,Madison and Wacker,Eleaven Food Co.,11:15 AM,01:15 PM,2012-06-08
28799,Franklin and Randolph,Caponies Express,11:14 AM,01:14 PM,2012-06-05
28800,Franklin and Randolph,Kefir Truck,02:23 PM,04:23 PM,2012-06-06
28801,Adams and Clinton,Cupcakes for Courage,04:30 PM,05:30 PM,2012-06-06
28802,Clinton and Madison,Getta Polpetta,01:50 PM,02:30 PM,2012-06-05
28803,Clinton and Madison,Beyond Borders,12:08 PM,12:42 PM,2012-06-07
28804,Clinton and Madison,Cupcakes for Courage,04:00 PM,05:00 PM,2012-06-08
28805,Clinton and Madison,Cupcakes for Courage,03:15 PM,04:00 PM,2012-06-08
28806,Randolph and Columbus,La Adelita,11:52 AM,12:20 PM,2012-06-04
28807,Randolph and Columbus,Kefir Truck,02:10 PM,02:44 PM,2012-06-04
28808,Randolph and Columbus,Curried,11:20 AM,11:30 AM,2012-06-05
28809,Randolph and Columbus,Kefir Truck,01:42 PM,01:54 PM,2012-06-06
28810,Randolph and Columbus,Tamale Space Shuttle,11:22 AM,01:20 PM,2012-06-06
28811,Randolph and Columbus,Two Italians,10:45 AM,01:43 PM,2012-06-06
28812,Randolph and Columbus,Duck n Roll,11:45 AM,01:58 PM,2012-06-07
28813,Randolph and Columbus,Flirty Cupcakes,04:30 PM,05:30 PM,2012-06-05
28814,Randolph and Columbus,Curried,11:30 AM,01:30 PM,2012-06-05
28815,Randolph and Columbus,Eleaven Food Co.,11:00 AM,01:19 PM,2012-06-06
28816,Randolph and Columbus,Haute Sausage,11:30 AM,01:30 PM,2012-06-06
28817,Clinton and Lake,5411 Empanadas,12:30 PM,01:43 PM,2012-06-04
28818,Clinton and Lake,Brown Bag Truck,11:20 AM,03:20 PM,2012-06-05
28819,Clinton and Lake,Wow Bao,01:07 PM,02:21 PM,2012-06-06
28820,Clinton and Lake,Haute Sausage,11:30 AM,01:30 PM,2012-06-07
28821,Clinton and Lake,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-07
28822,Hubbard and Wells,La Adelita,12:20 PM,01:43 PM,2012-06-04
28823,Hubbard and Wells,Meatloaf-a-go-go,11:20 AM,02:00 PM,2012-06-04
28824,Hubbard and Wells,5411 Empanadas,11:30 AM,12:15 PM,2012-06-04
28825,Hubbard and Wells,Beyond Borders,12:55 PM,02:53 PM,2012-06-05
28826,Hubbard and Wells,Beyond Borders,11:45 AM,12:55 PM,2012-06-05
28827,Hubbard and Wells,Forever Yogurt,01:30 PM,01:32 PM,2012-06-06
28828,Sangamon and Monroe,Flirty Cupcakes,05:13 PM,05:46 PM,2012-06-06
28829,Sangamon and Monroe,Wow Bao,11:30 AM,01:07 PM,2012-06-06
28830,Sangamon and Monroe,Flirty Cupcakes,04:43 PM,06:43 PM,2012-06-09
28831,Sangamon and Monroe,Flirty Cupcakes,04:11 PM,04:30 PM,2012-06-09
28832,UIC,Flirty Cupcakes,11:30 AM,01:30 PM,2012-06-04
28833,UIC,Flirty Cupcakes,04:56 PM,08:00 PM,2012-06-07
28834,600 West Chicago Avenue,Tamale Foodie,11:30 AM,01:30 PM,2012-06-04
28835,600 West Chicago Avenue,Kefir Truck,12:12 PM,01:39 PM,2012-06-04
28836,600 West Chicago Avenue,Two Italians,10:57 AM,01:08 PM,2012-06-04
28837,600 West Chicago Avenue,Taquero Fusion,09:29 PM,11:29 PM,2012-06-04
28838,600 West Chicago Avenue,Soups in the Loop,11:14 AM,01:14 PM,2012-06-05
28839,600 West Chicago Avenue,Taquero Fusion,11:14 AM,12:53 PM,2012-06-05
28840,600 West Chicago Avenue,JB Alberto's Pizza,11:00 AM,01:30 PM,2012-06-05
28841,600 West Chicago Avenue,Kefir Truck,03:00 PM,03:40 PM,2012-06-05
28842,600 West Chicago Avenue,Eleaven Food Co.,10:36 AM,12:36 PM,2012-06-05
28843,600 West Chicago Avenue,Beyond Borders,11:00 AM,01:00 PM,2012-06-06
28844,600 West Chicago Avenue,Kefir Truck,04:37 PM,06:09 PM,2012-06-06
28845,600 West Chicago Avenue,Duck n Roll,11:20 AM,01:30 PM,2012-06-06
28846,600 West Chicago Avenue,Zullos Food Truck,11:12 AM,01:21 PM,2012-06-06
28847,600 West Chicago Avenue,Bergstein's NY Deli,11:21 AM,01:16 PM,2012-06-06
28848,600 West Chicago Avenue,Curried,11:00 AM,01:29 PM,2012-06-06
28849,600 West Chicago Avenue,Getta Polpetta,11:15 AM,12:27 PM,2012-06-07
28850,600 West Chicago Avenue,Eleaven Food Co.,11:21 AM,02:31 PM,2012-06-07
28851,600 West Chicago Avenue,Two Italians,10:37 AM,12:51 PM,2012-06-07
28852,600 West Chicago Avenue,La Adelita,11:00 AM,01:13 PM,2012-06-07
28853,600 West Chicago Avenue,Wow Bao,11:43 AM,12:45 PM,2012-06-07
28854,600 West Chicago Avenue,Samich Box,11:16 AM,12:33 PM,2012-06-07
28855,600 West Chicago Avenue,Kefir Truck,01:39 PM,03:39 PM,2012-06-07
28856,600 West Chicago Avenue,Tamale Foodie,11:00 AM,02:02 PM,2012-06-08
28857,600 West Chicago Avenue,The Roost Truck,11:00 AM,12:33 PM,2012-06-08
28858,600 West Chicago Avenue,Brown Bag Truck,10:50 AM,12:24 PM,2012-06-08
28859,600 West Chicago Avenue,JB Alberto's Pizza,11:13 AM,01:30 PM,2012-06-08
28860,600 West Chicago Avenue,Samich Box,11:30 AM,01:30 PM,2012-06-08
28861,600 West Chicago Avenue,Caponies Express,11:03 AM,01:03 PM,2012-06-08
28862,Rush Hospital,Brown Bag Truck,12:00 PM,01:30 PM,2012-06-06
28863,Rush Hospital,Don Rafa,11:30 AM,01:30 PM,2012-06-06
28864,Rush Hospital,Cupcakes for Courage,11:45 AM,01:30 PM,2012-06-06
28865,Southport and Addison,Kefir Truck,03:15 PM,05:06 PM,2012-06-03
28866,Southport and Addison,Kefir Truck,05:41 PM,07:26 PM,2012-06-04
28867,Southport and Addison,Kefir Truck,05:54 PM,07:24 PM,2012-06-05
28868,Southport and Addison,Kefir Truck,06:09 PM,07:11 PM,2012-06-06
28869,Southport and Addison,Tamale Foodie,11:44 AM,01:44 PM,2012-06-09
28870,Southport and Addison,Kefir Truck,08:46 PM,10:46 PM,2012-06-09
28871,Southport and Addison,Cupcakes for Courage,03:30 PM,05:30 PM,2012-06-09
28872,Southport and Addison,The Roost Truck,11:00 AM,01:30 PM,2012-06-09
28873,University of Chicago,Don Rafa,10:59 AM,01:30 PM,2012-06-04
28874,University of Chicago,Soups in the Loop,11:20 AM,01:17 PM,2012-06-04
28875,University of Chicago,Beaver's Donuts,07:30 AM,01:30 PM,2012-06-04
28876,University of Chicago,Two Italians,10:37 AM,01:10 PM,2012-06-05
28877,University of Chicago,Tamale Space Shuttle,11:00 AM,12:49 AM,2012-06-05
28878,University of Chicago,Two Italians,01:16 PM,01:54 PM,2012-06-05
28879,University of Chicago,Wow Bao,11:43 AM,01:58 PM,2012-06-05
28880,University of Chicago,The Roost Truck,10:43 AM,01:26 PM,2012-06-05
28881,University of Chicago,The Slide Ride,11:14 AM,12:45 PM,2012-06-05
28882,University of Chicago,Haute Sausage,11:30 AM,01:30 PM,2012-06-05
28883,University of Chicago,JB Alberto's Pizza,10:52 AM,12:52 PM,2012-06-06
28884,University of Chicago,La Adelita,11:30 AM,01:25 PM,2012-06-06
28885,University of Chicago,Bergstein's NY Deli,12:51 PM,02:21 PM,2012-06-07
28886,University of Chicago,Bergstein's NY Deli,10:36 AM,11:16 AM,2012-06-07
28887,University of Chicago,Bergstein's NY Deli,11:16 AM,12:49 PM,2012-06-07
28888,University of Chicago,Tamale Foodie,11:00 AM,01:00 PM,2012-06-07
28889,University of Chicago,Flirty Cupcakes,11:45 AM,02:30 PM,2012-06-07
28890,University of Chicago,The Southern Mac,11:30 AM,01:52 PM,2012-06-07
28891,University of Chicago,Two Italians,11:31 AM,12:14 PM,2012-06-08
28892,University of Chicago,Schnitzel King,11:16 AM,12:53 PM,2012-06-08
28893,University of Chicago,Schnitzel King,02:16 PM,04:16 PM,2012-06-08
28894,University of Chicago,Don Rafa,11:35 AM,01:35 PM,2012-06-08
28895,University of Chicago,Bridgeport Pasty,11:30 AM,12:49 PM,2012-06-08
28896,University of Chicago,La Adelita,11:00 AM,01:00 PM,2012-06-08
28897,University of Chicago,Bridgeport Pasty,10:54 AM,11:30 AM,2012-06-08
28898,University of Chicago,Two Italians,10:39 AM,11:02 AM,2012-06-08
28899,University of Chicago,Tamale Space Shuttle,11:30 AM,01:30 PM,2012-06-08
28900,University of Chicago,Taquero Fusion,11:16 AM,01:12 PM,2012-06-08
28901,University of Chicago,Two Italians,01:21 PM,03:21 PM,2012-06-08
28902,Schaumburg Area,Gia Via Sweets,11:20 AM,01:30 PM,2012-06-08
28903,Schaumburg Area,Gia Via Sweets,11:00 AM,02:00 PM,2012-06-09
28904,Clark and Monroe,Sweet Ride,01:30 PM,02:30 PM,2012-05-30
28905,Clark and Monroe,The More Mobile,04:28 PM,06:28 PM,2012-05-31
28906,Dearborn and Monroe,Cupcakes for Courage,02:00 PM,03:30 PM,2012-05-28
28907,Dearborn and Monroe,La Adelita,11:15 AM,03:28 PM,2012-05-29
28908,Dearborn and Monroe,Cupcakes for Courage,01:30 PM,02:45 PM,2012-05-29
28909,Dearborn and Monroe,5411 Empanadas,11:30 AM,01:38 PM,2012-05-30
28910,Dearborn and Monroe,Taquero Fusion,11:00 AM,11:30 AM,2012-05-30
28911,Dearborn and Monroe,Soups in the Loop,11:30 AM,01:09 PM,2012-05-31
28912,Dearborn and Monroe,Taquero Fusion,11:30 AM,01:15 PM,2012-05-31
28913,Dearborn and Monroe,Soups in the Loop,02:03 PM,04:03 PM,2012-05-31
28914,Dearborn and Monroe,Schnitzel King,11:29 AM,01:30 PM,2012-05-31
28915,Dearborn and Monroe,Flirty Cupcakes,01:35 PM,02:35 PM,2012-06-01
